account_name,nsbi_sector,deal_type,nsbi_financial_contribution,city,nsbi_county,postal_code,fiscal_year,longitude,latitude,coordinates
Northern Business Intelligence,ICT (includes Digital Media),Business Development Program,10850,dartmouth,Halifax Regional Municipality,B3B1T4,2018 - 2019,-63.59236,44.70609,POINT (-63.59236 44.70609)
Fourth State Energy Incorporated,Energy,Business Development Program,3750,halifax,Halifax Regional Municipality,B3J2L4,2018 - 2019,-63.632286,44.654755,POINT (-63.632286 44.654755)
Skinfix Inc,Advanced Manufacturing,Business Development Program,8100,halifax,Halifax Regional Municipality,B3J1R9,2018 - 2019,-63.570552,44.645084,POINT (-63.570552 44.645084)
Truro Herbal Co.,Life Sciences,Business Development Program,15000,truro,Colchester,B2N1M8,2018 - 2019,-63.298648,45.371086,POINT (-63.298648 45.371086)
SimplyCast Interactive Marketing LTD.,ICT (includes Digital Media),Business Development Program,12500,dartmouth,Halifax Regional Municipality,B2W6E2,2018 - 2019,-63.535262,44.681461,POINT (-63.535262 44.681461)
En Point Inc,ICT (includes Digital Media),Business Development Program,2520,halifax,Halifax Regional Municipality,B3J3M8,2018 - 2019,-63.5727,44.647395,POINT (-63.5727 44.647395)
BlueLight Analytics Inc,Life Sciences,Business Development Program,25000,halifax,Halifax Regional Municipality,B3L4G4,2018 - 2019,-63.620539,44.642071,POINT (-63.620539 44.642071)
Ednaturals Bar,Agri-food,Business Development Program,2450,halifax,Halifax Regional Municipality,B3P1H5,2018 - 2019,-63.610642,44.617409,POINT (-63.610642 44.617409)
Focal Technologies Corporation,Oceans Technology,Business Development Program,4775,dartmouth,Halifax Regional Municipality,B3B1Z4,2018 - 2019,-63.587502,44.711855,POINT (-63.587502 44.711855)
Cove Kombucha,Agri-food,Business Development Program,8400,halifax,Halifax Regional Municipality,B3J2J9,2018 - 2019,-63.576924,44.640981,POINT (-63.576924 44.640981)
Dormie Golf Workshop Inc.,Advanced Manufacturing,Business Development Program,14950,halifax,Halifax Regional Municipality,B3K2Y3,2018 - 2019,-63.590301,44.660963,POINT (-63.590301 44.660963)
B4Checkin Limited,ICT (includes Digital Media),Business Development Program,19000,halifax,Halifax Regional Municipality,B3J3S9,2018 - 2019,-63.586911,44.640361,POINT (-63.586911 44.640361)
Fundmetric Incorporated,ICT (includes Digital Media),Business Development Program,7500,halifax,Halifax Regional Municipality,B3J3K3,2018 - 2019,-63.57813098,44.64335495,POINT (-63.57813098 44.64335495)
Precision BioLogic Incorporated,Life Sciences,Business Development Program,4750,dartmouth,Halifax Regional Municipality,B3B0A9,2018 - 2019,-63.573165,44.695212,POINT (-63.573165 44.695212)
Duckish Natural Skin Care Limited,Advanced Manufacturing,Business Development Program,9375,halifax,Halifax Regional Municipality,B3L1K1,2018 - 2019,-63.595101,44.649822,POINT (-63.595101 44.649822)
Eyeread Inc.,ICT (includes Digital Media),Business Development Program,15000,dartmouth,Halifax Regional Municipality,B3B1E8,2018 - 2019,-63.613528,44.694128,POINT (-63.613528 44.694128)
WarrierTech Inc,ICT (includes Digital Media),Business Development Program,13336,halifax,Halifax Regional Municipality,B3H1Y1,2018 - 2019,-63.5849,44.640901,POINT (-63.5849 44.640901)
Unleash Surf Inc.,Travel & Accommodation,Business Development Program,5000,halifax,Halifax Regional Municipality,B3K3S3,2018 - 2019,-63.590597,44.655797,POINT (-63.590597 44.655797)
Atlantic Institute for Resilience Inc.,Life Sciences,Business Development Program,13750,halifax,Halifax Regional Municipality,B3H1Y4,2018 - 2019,-63.585161,44.640827,POINT (-63.585161 44.640827)
Cribcut,ICT (includes Digital Media),Business Development Program,7500,halifax,Halifax Regional Municipality,B3J3R7,2018 - 2019,-63.57614729,44.65208895,POINT (-63.57614729 44.65208895)
Sealand Building Group Inc,Advanced Manufacturing,Business Development Program,22500,halifax,Halifax Regional Municipality,B4B1G2,2018 - 2019,-63.741086,44.724533,POINT (-63.741086 44.724533)
Keeping Roads Safe Technologies Inc,ICT (includes Digital Media),Business Development Program,2850,bedford,Halifax Regional Municipality,B4B1H1,2018 - 2019,-63.710231,44.722456,POINT (-63.710231 44.722456)
Made with Local Snack Foods Inc.,Agri-food,Business Development Program,15750,dartmouth,Halifax Regional Municipality,B2Y2V9,2018 - 2019,-63.568797,44.669949,POINT (-63.568797 44.669949)
InterTalk Critical Information Systems Inc,ICT (includes Digital Media),Business Development Program,14850,dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
Bend Beauty Inc.,Life Sciences,Business Development Program,10000,halifax,Halifax Regional Municipality,B3J1C7,2018 - 2019,-63.577291,44.639639,POINT (-63.577291 44.639639)
Hanatech IOT Inc.,ICT (includes Digital Media),Business Development Program,15000,bedford,Halifax Regional Municipality,B4A1E8,2018 - 2019,-63.655971,44.733116,POINT (-63.655971 44.733116)
Made with Local Snack Foods Inc.,Agri-food,Business Development Program,2100,dartmouth,Halifax Regional Municipality,B2Y2V9,2018 - 2019,-63.568797,44.669949,POINT (-63.568797 44.669949)
Chocolate Hackers,Agri-food,Business Development Program,375,halifax,Halifax Regional Municipality,B3K2H7,2018 - 2019,-63.604915,44.665088,POINT (-63.604915 44.665088)
Grey Lit Matters Inc,ICT (includes Digital Media),Business Development Program,7560,halifax,Halifax Regional Municipality,B3P1A8,2018 - 2019,-63.608219,44.630968,POINT (-63.608219 44.630968)
DynaGen Technologies Incorporated,Advanced Manufacturing,Business Development Program,14775,dartmouth,Halifax Regional Municipality,B3B1W8,2018 - 2019,-63.579683,44.70058,POINT (-63.579683 44.70058)
EfficiencyOne Services Inc,Business Services,Business Development Program,2875,dartmouth,Halifax Regional Municipality,B3B1G5,2018 - 2019,-63.605171,44.69816,POINT (-63.605171 44.69816)
Bereda Training Inc.,ICT (includes Digital Media),Business Development Program,15000,halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Iris Booth Incorporated,Business Services,Business Development Program,8000,halifax,Halifax Regional Municipality,B3K2Z8,2018 - 2019,-63.581653,44.651755,POINT (-63.581653 44.651755)
Densitas Inc,ICT (includes Digital Media),Business Development Program,15000,halifax,Halifax Regional Municipality,B3H3Z1,2018 - 2019,-63.59645,44.637136,POINT (-63.59645 44.637136)
Rx Security Inc.,Advanced Manufacturing,Business Development Program,15000,bedford,Halifax Regional Municipality,B4A2T3,2018 - 2019,-63.646705,44.737949,POINT (-63.646705 44.737949)
Benjamin Bridge Vineyards,Agri-food,Business Development Program,6000,wolfville,Kings,B4P2R1,2018 - 2019,-64.403589,45.013938,POINT (-64.403589 45.013938)
Novate Systems Inc.,Engineering & Professional,Business Development Program,7000,dartmouth,Halifax Regional Municipality,B3B1P7,2018 - 2019,-63.61637086,44.70527104,POINT (-63.61637086 44.70527104)
Bend Beauty Inc.,Life Sciences,Business Development Program,15000,halifax,Halifax Regional Municipality,B3J1C7,2018 - 2019,-63.577291,44.639639,POINT (-63.577291 44.639639)
MindSea Development Incorporated,ICT (includes Digital Media),Business Development Program,25000,halifax,Halifax Regional Municipality,B3J3M8,2018 - 2019,-63.5727,44.647395,POINT (-63.5727 44.647395)
Just Us! Coffee Roasters Co-op Ltd,Agri-food,Business Development Program,2500,wolfville,Kings,B4P2R3,2018 - 2019,-64.348807,45.068884,POINT (-64.348807 45.068884)
Site 2020 Inc.,ICT (includes Digital Media),Business Development Program,25000,dartmouth,Halifax Regional Municipality,B3B1L3,2018 - 2019,-63.595664,44.704755,POINT (-63.595664 44.704755)
Athletigen Technologies Inc,Life Sciences,Business Development Program,25000,halifax,Halifax Regional Municipality,B3J1G1,2018 - 2019,-63.57539255,44.64341829,POINT (-63.57539255 44.64341829)
Spring Loaded Technology Incorporated,Life Sciences,Business Development Program,25000,halifax,Halifax Regional Municipality,B3K1P5,2018 - 2019,-63.596475,44.653518,POINT (-63.596475 44.653518)
Boondoc Technologies Inc (The Rounds),ICT (includes Digital Media),Business Development Program,8063,halifax,Halifax Regional Municipality,B3K4X5,2018 - 2019,-63.611268,44.662185,POINT (-63.611268 44.662185)
Dragon Veterinary Canada Limited,ICT (includes Digital Media),Business Development Program,15000,bedford,Halifax Regional Municipality,B4A1H4,2018 - 2019,-63.674559,44.711731,POINT (-63.674559 44.711731)
The 7 Virtues Beauty Inc,Advanced Manufacturing,Business Development Program,15000,halifax,Halifax Regional Municipality,B3H1B1,2018 - 2019,-63.574296,44.624597,POINT (-63.574296 44.624597)
902HipHop Inc.,ICT (includes Digital Media),Business Development Program,15000,halifax,Halifax Regional Municipality,B3K4N7,2018 - 2019,-63.594931,44.654736,POINT (-63.594931 44.654736)
MetOcean Telematics Limited,Oceans Technology,Business Development Program,24750,dartmouth,Halifax Regional Municipality,B3B1R9,2018 - 2019,-63.595049,44.699403,POINT (-63.595049 44.699403)
Blue Harbour Cheese Incorporated,Agri-food,Business Development Program,3750,halifax,Halifax Regional Municipality,B3K4S7,2018 - 2019,-63.611255,44.665687,POINT (-63.611255 44.665687)
Novonix Battery Testing Services Inc,Energy,Business Development Program,15000,bedford,Halifax Regional Municipality,B4B1H1,2018 - 2019,-63.710231,44.722456,POINT (-63.710231 44.722456)
Current Studios Inc,ICT (includes Digital Media),Export Growth Program,8713,halifax,Halifax Regional Municipality,B3J3X8,2018 - 2019,-63.576767,44.64669,POINT (-63.576767 44.64669)
R&G Strategic Inc,Business Services,Export Growth Program,3375,halifax,Halifax Regional Municipality,B3K5J7,2018 - 2019,-63.59056367,44.64722055,POINT (-63.59056367 44.64722055)
Digital Cinema Labs Inc.,Film Production,Export Growth Program,1600,halifax,Halifax Regional Municipality,B3H2V1,2018 - 2019,-63.573651,44.632871,POINT (-63.573651 44.632871)
Grey Lit Matters Inc,ICT (includes Digital Media),Export Growth Program,875,halifax,Halifax Regional Municipality,B3P1A8,2018 - 2019,-63.608219,44.630968,POINT (-63.608219 44.630968)
Roswall Development Incorporated,Energy,Export Growth Program,9200,halifax,Halifax Regional Municipality,B3M2L3,2018 - 2019,-63.66099,44.683287,POINT (-63.66099 44.683287)
EcoPilot Canada Inc.,Engineering & Professional,Export Growth Program,5520,halifax,Halifax Regional Municipality,B3J3L7,2018 - 2019,-63.575048,44.649083,POINT (-63.575048 44.649083)
Made with Local Snack Foods Inc.,Agri-food,Export Growth Program,500,dartmouth,Halifax Regional Municipality,B2Y2V9,2018 - 2019,-63.568797,44.669949,POINT (-63.568797 44.669949)
"Accomplice Content Supply Co., Inc.",Film Production,Export Growth Program,5418,halifax,Halifax Regional Municipality,B3K4C6,2018 - 2019,-63.593146,44.655027,POINT (-63.593146 44.655027)
Beyond Food Inc.,Agri-food,Export Growth Program,4717,dartmouth,Halifax Regional Municipality,B3B1W2,2018 - 2019,-63.580528,44.698469,POINT (-63.580528 44.698469)
Chain-Yard Cider Inc,Agri-food,Export Growth Program,2209,halifax,Halifax Regional Municipality,B3K4C8,2018 - 2019,-63.593851,44.655519,POINT (-63.593851 44.655519)
Content Bloom Inc,ICT (includes Digital Media),Export Growth Program,2105,bedford,Halifax Regional Municipality,B4A1C6,2018 - 2019,-63.669301,44.724611,POINT (-63.669301 44.724611)
East Coast School of Languages (ECSL),Business Services,Export Growth Program,7206,halifax,Halifax Regional Municipality,B3J1V6,2018 - 2019,-63.571891,44.646015,POINT (-63.571891 44.646015)
Eli Technology,ICT (includes Digital Media),Export Growth Program,15000,halifax,Halifax Regional Municipality,B3H2R9,2018 - 2019,-63.573015,44.636975,POINT (-63.573015 44.636975)
InterTalk Critical Information Systems Inc,ICT (includes Digital Media),Export Growth Program,15939,dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
Jaza Energy Inc.,Energy,Export Growth Program,15650,halifax,Halifax Regional Municipality,B3L1Y9,2018 - 2019,-63.606168,44.655819,POINT (-63.606168 44.655819)
Just Us! Coffee Roasters Co-op Ltd,Agri-food,Export Growth Program,4051,wolfville,Kings,B4P2R3,2018 - 2019,-64.348807,45.068884,POINT (-64.348807 45.068884)
Kula Partners Inc.,Business Services,Export Growth Program,1665,halifax,Halifax Regional Municipality,B3J3X8,2018 - 2019,-63.576767,44.64669,POINT (-63.576767 44.64669)
Mercator Geological Services Limited,Mining & Mineral Products,Export Growth Program,2187,dartmouth,Halifax Regional Municipality,B2Y1G4,2018 - 2019,-63.566451,44.666973,POINT (-63.566451 44.666973)
Mobia Technology Innovations,ICT (includes Digital Media),Export Growth Program,25000,dartmouth,Halifax Regional Municipality,B3B0B3,2018 - 2019,-63.591479,44.7091,POINT (-63.591479 44.7091)
Pictou Twist Pictures Inc,Film Production,Export Growth Program,5575,halifax,Halifax Regional Municipality,B3J1J7,2018 - 2019,-63.573178,44.645217,POINT (-63.573178 44.645217)
PitchPerfect Software Inc. operating as Proposify,ICT (includes Digital Media),Export Growth Program,25000,halifax,Halifax Regional Municipality,B3J2A2,2018 - 2019,-63.573726,44.646512,POINT (-63.573726 44.646512)
RIMOT.IO Inc,ICT (includes Digital Media),Export Growth Program,2533,dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
Site 2020 Inc.,ICT (includes Digital Media),Export Growth Program,7050,dartmouth,Halifax Regional Municipality,B3B1L3,2018 - 2019,-63.595664,44.704755,POINT (-63.595664 44.704755)
Ultra Electronics Maritime Systems,Advanced Manufacturing,Export Growth Program,1662,dartmouth,Halifax Regional Municipality,B2Y4N2,2018 - 2019,-63.545652,44.649583,POINT (-63.545652 44.649583)
Waterstar Entertainment Inc.,Film Production,Export Growth Program,3412,halifax,Halifax Regional Municipality,B3H2V2,2018 - 2019,-63.573653,44.632873,POINT (-63.573653 44.632873)
Afishionado Fish Mongers Inc,Fish & Seafood Processing,Export Growth Program,6132,bedford,Halifax Regional Municipality,B4A4J8,2018 - 2019,-63.653467,44.723596,POINT (-63.653467 44.723596)
Bluedrop Training & Simulation Inc.,Aerospace & Defence,Export Growth Program,2192,halifax,Halifax Regional Municipality,B3S1N2,2018 - 2019,-63.669584,44.656068,POINT (-63.669584 44.656068)
Compass Distillers,Agri-food,Export Growth Program,1027,halifax,Halifax Regional Municipality,B3K4C4,2018 - 2019,-63.592367,44.654497,POINT (-63.592367 44.654497)
Fourth State Energy Incorporated,Energy,Export Growth Program,15000,halifax,Halifax Regional Municipality,B3J2L4,2018 - 2019,-63.632286,44.654755,POINT (-63.632286 44.654755)
Iris Booth Incorporated,Business Services,Export Growth Program,7100,halifax,Halifax Regional Municipality,B3K2Z8,2018 - 2019,-63.581653,44.651755,POINT (-63.581653 44.651755)
Keeping Roads Safe Technologies Inc,ICT (includes Digital Media),Export Growth Program,6400,bedford,Halifax Regional Municipality,B4B1H1,2018 - 2019,-63.710231,44.722456,POINT (-63.710231 44.722456)
Topsail Productions Ltd.,Film Production,Export Growth Program,2500,halifax,Halifax Regional Municipality,B3J1J7,2018 - 2019,-63.573178,44.645217,POINT (-63.573178 44.645217)
2 Crows Brewing Ltd,Agri-food,Export Growth Program,2775,halifax,Halifax Regional Municipality,B3J2G7,2018 - 2019,-63.578146,44.649349,POINT (-63.578146 44.649349)
Baie Run Pet Products Inc,Agri-food,Export Growth Program,5212,halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
Fit First Holdings Inc.,Business Services,Export Growth Program,5050,dartmouth,Halifax Regional Municipality,B3B1X2,2018 - 2019,-63.595848,44.710189,POINT (-63.595848 44.710189)
Imaginal Ventures Inc.,Engineering & Professional,Export Growth Program,794,halifax,Halifax Regional Municipality,B3K5T9,2018 - 2019,-63.590281,44.662753,POINT (-63.590281 44.662753)
JusNova Agriculture Ltd,Agri-food,Export Growth Program,3550,halifax,Halifax Regional Municipality,B3M1N1,2018 - 2019,-63.641789,44.66397,POINT (-63.641789 44.66397)
Skinfix Inc,Advanced Manufacturing,Export Growth Program,15000,halifax,Halifax Regional Municipality,B3J1R9,2018 - 2019,-63.570552,44.645084,POINT (-63.570552 44.645084)
4Deep Inwater Imaging,Oceans Technology,Export Growth Program,1800,halifax,Halifax Regional Municipality,B4B1G2,2018 - 2019,-63.741086,44.724533,POINT (-63.741086 44.724533)
Blois Fish Processing Automation Limited,Fish & Seafood Processing,Export Growth Program,850,dartmouth,Halifax Regional Municipality,B2V2S7,2018 - 2019,-63.476576,44.653288,POINT (-63.476576 44.653288)
Maritime Gourmet Mushrooms Inc,Agri-food,Export Growth Program,2202,halifax,Halifax Regional Municipality,B3M3Y8,2018 - 2019,-63.667551,44.676453,POINT (-63.667551 44.676453)
Atlantic Flight Attendant Academy,Business Services,Export Growth Program,3000,halifax,Halifax Regional Municipality,B3H3Y4,2018 - 2019,-63.593557,44.632239,POINT (-63.593557 44.632239)
Raised Performance Media Inc.,Business Services,Export Growth Program,3662,halifax,Halifax Regional Municipality,B3J2A4,2018 - 2019,-63.574131,44.647278,POINT (-63.574131 44.647278)
SalesRight Technologies Inc,ICT (includes Digital Media),Export Growth Program,750,halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Youx Systems Inc.,ICT (includes Digital Media),Export Growth Program,512,halifax,Halifax Regional Municipality,B3S1N5,2018 - 2019,-63.67319911,44.66025623,POINT (-63.67319911 44.66025623)
6 Joe's Software Inc.,ICT (includes Digital Media),Export Growth Program,11000,halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Downeast Entertainment & Meeting Specialists Limited,Business Services,Export Growth Program,7359,halifax,Halifax Regional Municipality,B3J3K8,2018 - 2019,-63.57472,44.648408,POINT (-63.57472 44.648408)
Hand Maiden Fine Yarn Inc.,Clothing & Textiles,Export Growth Program,3551,halifax,Halifax Regional Municipality,B3K4E8,2018 - 2019,-63.598985,44.659252,POINT (-63.598985 44.659252)
Maritime bioLoggers Inc.,Oceans Technology,Export Growth Program,2318,dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Momentum IT Group,ICT (includes Digital Media),Export Growth Program,4572,halifax,Halifax Regional Municipality,B3J1Y2,2018 - 2019,-63.570421,44.64012,POINT (-63.570421 44.64012)
Roswall Development Incorporated,Energy,Export Growth Program,3100,halifax,Halifax Regional Municipality,B3M2L3,2018 - 2019,-63.66099,44.683287,POINT (-63.66099 44.683287)
Ziah Frost Media Inc.,Film Production,Export Growth Program,4315,halifax,Halifax Regional Municipality,B3M1B9,2018 - 2019,-63.650476,44.652447,POINT (-63.650476 44.652447)
Breakers Fish Co Ltd,Fish & Seafood Processing,Export Growth Program,3500,halifax,Halifax Regional Municipality,B3L2C2,2018 - 2019,-63.627898,44.653612,POINT (-63.627898 44.653612)
FoodByte Inc,ICT (includes Digital Media),Export Growth Program,850,wolfville,Kings,B4P2R6,2018 - 2019,-64.36820119,45.0890494,POINT (-64.36820119 45.0890494)
Foundation Marketing Services Inc.,Business Services,Export Growth Program,5605,halifax,Halifax Regional Municipality,B3M4C5,2018 - 2019,-63.635894,44.661222,POINT (-63.635894 44.661222)
Graphite Innovation and Technologies Inc.,Advanced Manufacturing,Export Growth Program,2900,dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
Sedna Tech,Oceans Technology,Export Growth Program,2750,dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Success Through Trust Inc,Business Services,Export Growth Program,3125,halifax,Halifax Regional Municipality,B3L2H3,2018 - 2019,-63.626126,44.648102,POINT (-63.626126 44.648102)
Deprolabs Technology Inc.,ICT (includes Digital Media),Export Growth Program,2800,halifax,Halifax Regional Municipality,B3S1G5,2018 - 2019,-63.673695,44.672237,POINT (-63.673695 44.672237)
Dominion Diving Limited,Oceans Technology,Export Growth Program,8650,dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Focal Research Consultants Limited,Business Services,Export Growth Program,8629,halifax,Halifax Regional Municipality,B3L2C2,2018 - 2019,-63.627898,44.653612,POINT (-63.627898 44.653612)
Harbr Inc.,ICT (includes Digital Media),Export Growth Program,15000,halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Leeway Yachts Ltd.,Oceans Technology,Export Growth Program,2367,dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
NS Sports Media Pros Ltd,ICT (includes Digital Media),Export Growth Program,7125,halifax,Halifax Regional Municipality,B3S0B9,2018 - 2019,-63.6851302,44.658753,POINT (-63.6851302 44.658753)
QRA Corp,ICT (includes Digital Media),Export Growth Program,4425,halifax,Halifax Regional Municipality,B3K5L2,2018 - 2019,-63.602819,44.659309,POINT (-63.602819 44.659309)
SalesRight Technologies Inc,ICT (includes Digital Media),Export Growth Program,2650,halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Peer Ledger Inc,ICT (includes Digital Media),Export Growth Program,12118,halifax,Halifax Regional Municipality,B3H4P3,2018 - 2019,-63.572337,44.63221,POINT (-63.572337 44.63221)
Acoubit Communications,Oceans Technology,Export Growth Program,1390,dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Site 2020 Inc.,ICT (includes Digital Media),Export Growth Program,10025,dartmouth,Halifax Regional Municipality,B3B1L3,2018 - 2019,-63.595664,44.704755,POINT (-63.595664 44.704755)
Meghan Martin Incorporated,Business Services,Export Growth Program,10800,dartmouth,Halifax Regional Municipality,B3A2L3,2018 - 2019,-63.563871,44.674896,POINT (-63.563871 44.674896)
MRE Industries Limited,Energy,Export Growth Program,520,dartmouth,Halifax Regional Municipality,B3B1N7,2018 - 2019,-63.601539,44.716471,POINT (-63.601539 44.716471)
Nova Graphene,Oceans Technology,Export Growth Program,6038,dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
CacheFlo Inc.,Business Services,Export Growth Program,6687,halifax,Halifax Regional Municipality,B3J3J8,2018 - 2019,-63.57894264,44.65095794,POINT (-63.57894264 44.65095794)
Cove Kombucha,Agri-food,Export Growth Program,1500,halifax,Halifax Regional Municipality,B3J2J9,2018 - 2019,-63.576924,44.640981,POINT (-63.576924 44.640981)
Dormie Golf Workshop Inc.,Advanced Manufacturing,Export Growth Program,13800,halifax,Halifax Regional Municipality,B3K2Y3,2018 - 2019,-63.590301,44.660963,POINT (-63.590301 44.660963)
Guild Software Inc,Business Services,Export Growth Program,3290,bedford,Halifax Regional Municipality,B4A1E6,2018 - 2019,-63.657959,44.731599,POINT (-63.657959 44.731599)
Nodalblock Canada Holdings Inc.,ICT (includes Digital Media),Export Growth Program,7100,halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
Novate Systems Inc.,Engineering & Professional,Export Growth Program,4213,dartmouth,Halifax Regional Municipality,B3B1P7,2018 - 2019,-63.61637086,44.70527104,POINT (-63.61637086 44.70527104)
Panag Pharma Inc.,Life Sciences,Export Growth Program,1621,halifax,Halifax Regional Municipality,B3J3R7,2018 - 2019,-63.57614729,44.65208895,POINT (-63.57614729 44.65208895)
Clerisy Management Group Limited,Film Production,Export Growth Program,7352,dartmouth,Halifax Regional Municipality,B3B1W9,2018 - 2019,-63.579685,44.69696,POINT (-63.579685 44.69696)
Dominion Diving Limited,Oceans Technology,Export Growth Program,4200,dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
East Coast Varsity,Business Services,Export Growth Program,7185,dartmouth,Halifax Regional Municipality,B2W6L4,2018 - 2019,-63.532147,44.670365,POINT (-63.532147 44.670365)
Hivetronics Limited,Agri-food,Export Growth Program,450,dartmouth,Halifax Regional Municipality,B2W4Z3,2018 - 2019,-63.503976,44.686741,POINT (-63.503976 44.686741)
MetOcean Telematics Limited,Oceans Technology,Export Growth Program,25000,dartmouth,Halifax Regional Municipality,B3B1R9,2018 - 2019,-63.595049,44.699403,POINT (-63.595049 44.699403)
NewAE Technology Inc.,Aerospace & Defence,Export Growth Program,7465,halifax,Halifax Regional Municipality,B3H2R8,2018 - 2019,-63.572766,44.637045,POINT (-63.572766 44.637045)
Novonix Battery Testing Services Inc,Energy,Export Growth Program,16572,bedford,Halifax Regional Municipality,B4B1H1,2018 - 2019,-63.710231,44.722456,POINT (-63.710231 44.722456)
RIMOT.IO Inc,ICT (includes Digital Media),Export Growth Program,10999,dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
SolutionInc Ltd,ICT (includes Digital Media),Export Growth Program,5255,halifax,Halifax Regional Municipality,B3K1T2,2018 - 2019,-63.595928,44.658385,POINT (-63.595928 44.658385)
Eyeread Inc.,ICT (includes Digital Media),Export Growth Program,11275,dartmouth,Halifax Regional Municipality,B3B1E8,2018 - 2019,-63.613528,44.694128,POINT (-63.613528 44.694128)
Sedna Tech,Oceans Technology,Export Growth Program,6000,dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Survival Systems Ltd,Oceans Technology,Export Growth Program,5319,dartmouth,Halifax Regional Municipality,B2Y4W6,2018 - 2019,-63.539046,44.6562,POINT (-63.539046 44.6562)
Deep Vision Inc,ICT (includes Digital Media),Export Growth Program,2967,dartmouth,Halifax Regional Municipality,B2Y4P5,2018 - 2019,-63.569266,44.665864,POINT (-63.569266 44.665864)
DGI Clinical Inc.,Life Sciences,Export Growth Program,2092,halifax,Halifax Regional Municipality,B3J2E3,2018 - 2019,-63.576047,44.646813,POINT (-63.576047 44.646813)
Halifax Language Institute of Canada,Business Services,Export Growth Program,14976,halifax,Halifax Regional Municipality,B3J3M7,2018 - 2019,-63.577974,44.642749,POINT (-63.577974 44.642749)
Meghan Martin Incorporated,Business Services,Export Growth Program,4167,dartmouth,Halifax Regional Municipality,B3A2L3,2018 - 2019,-63.563871,44.674896,POINT (-63.563871 44.674896)
Nova Graphene,Oceans Technology,Export Growth Program,8925,dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
Proven Marketing for Lawyers Inc.,Business Services,Export Growth Program,500,halifax,Halifax Regional Municipality,B3H4K6,2018 - 2019,-63.578788,44.637258,POINT (-63.578788 44.637258)
Sassy Solutions Consulting Limited,Business Services,Export Growth Program,970,halifax,Halifax Regional Municipality,B3M3C8,2018 - 2019,-63.652605,44.657547,POINT (-63.652605 44.657547)
Sealand Building Group Inc,Advanced Manufacturing,Export Growth Program,8875,halifax,Halifax Regional Municipality,B4B1G2,2018 - 2019,-63.741086,44.724533,POINT (-63.741086 44.724533)
Trip Ninja,ICT (includes Digital Media),Export Growth Program,6039,halifax,Halifax Regional Municipality,B3J2V1,2018 - 2019,-63.645986,44.648416,POINT (-63.645986 44.648416)
Uprise Consulting,Business Services,Export Growth Program,4118,halifax,Halifax Regional Municipality,B3L4T7,2018 - 2019,-63.631058,44.653673,POINT (-63.631058 44.653673)
USP-LAB N.A. Ltd.,ICT (includes Digital Media),Export Growth Program,2475,halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Beta Glucan Company of Canada Inc.,Life Sciences,Export Growth Program,2300,halifax,Halifax Regional Municipality,B3H4N3,2018 - 2019,-63.578083,44.629216,POINT (-63.578083 44.629216)
