animal_project_reference,datacenter_reference,animal_reference_id,vernacularname,animal_origin,stock,length,length_type,weight,life_stage,age,sex
MACFL,nep,MACFL-14370,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0328,UNK,NULL,U
MACFL,nep,MACFL-14371,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0343,UNK,NULL,U
MACFL,nep,MACFL-14372,Chinook salmon,H,Central Valley Late-Fall,0.146,FORK,0.0348,UNK,NULL,U
MACFL,nep,MACFL-14373,Chinook salmon,H,Central Valley Late-Fall,0.155,FORK,0.0426,UNK,NULL,U
MACFL,nep,MACFL-14374,Chinook salmon,H,Central Valley Late-Fall,0.169,FORK,0.052,UNK,NULL,U
MACFL,nep,MACFL-14375,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0355,UNK,NULL,U
MACFL,nep,MACFL-14376,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0321,UNK,NULL,U
MACFL,nep,MACFL-14377,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0301,UNK,NULL,U
MACFL,nep,MACFL-14378,Chinook salmon,H,Central Valley Late-Fall,0.152,FORK,0.0381,UNK,NULL,U
MACFL,nep,MACFL-14379,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0375,UNK,NULL,U
MACFL,nep,MACFL-14380,Chinook salmon,H,Central Valley Late-Fall,0.14,FORK,0.0305,UNK,NULL,U
MACFL,nep,MACFL-14381,Chinook salmon,H,Central Valley Late-Fall,0.173,FORK,0.0609,UNK,NULL,U
MACFL,nep,MACFL-14382,Chinook salmon,H,Central Valley Late-Fall,0.164,FORK,0.0558,UNK,NULL,U
MACFL,nep,MACFL-14383,Chinook salmon,H,Central Valley Late-Fall,0.139,FORK,0.0303,UNK,NULL,U
MACFL,nep,MACFL-14384,Chinook salmon,H,Central Valley Late-Fall,0.171,FORK,0.0659,UNK,NULL,U
MACFL,nep,MACFL-14385,Chinook salmon,H,Central Valley Late-Fall,0.151,FORK,0.0389,UNK,NULL,U
MACFL,nep,MACFL-14386,Chinook salmon,H,Central Valley Late-Fall,0.149,FORK,0.0357,UNK,NULL,U
MACFL,nep,MACFL-14387,Chinook salmon,H,Central Valley Late-Fall,0.151,FORK,0.0393,UNK,NULL,U
MACFL,nep,MACFL-14388,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0321,UNK,NULL,U
MACFL,nep,MACFL-14389,Chinook salmon,H,Central Valley Late-Fall,0.158,FORK,0.0441,UNK,NULL,U
MACFL,nep,MACFL-14390,Chinook salmon,H,Central Valley Late-Fall,0.152,FORK,0.0438,UNK,NULL,U
MACFL,nep,MACFL-14391,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0339,UNK,NULL,U
MACFL,nep,MACFL-14392,Chinook salmon,H,Central Valley Late-Fall,0.163,FORK,0.0521,UNK,NULL,U
MACFL,nep,MACFL-14393,Chinook salmon,H,Central Valley Late-Fall,0.156,FORK,0.046,UNK,NULL,U
MACFL,nep,MACFL-14394,Chinook salmon,H,Central Valley Late-Fall,0.149,FORK,0.0379,UNK,NULL,U
MACFL,nep,MACFL-14395,Chinook salmon,H,Central Valley Late-Fall,0.143,FORK,0.0328,UNK,NULL,U
MACFL,nep,MACFL-14396,Chinook salmon,H,Central Valley Late-Fall,0.147,FORK,0.0381,UNK,NULL,U
MACFL,nep,MACFL-14397,Chinook salmon,H,Central Valley Late-Fall,0.158,FORK,0.0471,UNK,NULL,U
MACFL,nep,MACFL-14398,Chinook salmon,H,Central Valley Late-Fall,0.151,FORK,0.0408,UNK,NULL,U
MACFL,nep,MACFL-14399,Chinook salmon,H,Central Valley Late-Fall,0.14,FORK,0.0331,UNK,NULL,U
MACFL,nep,MACFL-14400,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.031,UNK,NULL,U
MACFL,nep,MACFL-14401,Chinook salmon,H,Central Valley Late-Fall,0.146,FORK,0.038,UNK,NULL,U
MACFL,nep,MACFL-14402,Chinook salmon,H,Central Valley Late-Fall,0.147,FORK,0.0389,UNK,NULL,U
MACFL,nep,MACFL-14403,Chinook salmon,H,Central Valley Late-Fall,0.144,FORK,0.0324,UNK,NULL,U
MACFL,nep,MACFL-14404,Chinook salmon,H,Central Valley Late-Fall,0.139,FORK,0.0315,UNK,NULL,U
MACFL,nep,MACFL-14405,Chinook salmon,H,Central Valley Late-Fall,0.158,FORK,0.0468,UNK,NULL,U
MACFL,nep,MACFL-14406,Chinook salmon,H,Central Valley Late-Fall,0.164,FORK,0.0535,UNK,NULL,U
MACFL,nep,MACFL-14407,Chinook salmon,H,Central Valley Late-Fall,0.152,FORK,0.0397,UNK,NULL,U
MACFL,nep,MACFL-14408,Chinook salmon,H,Central Valley Late-Fall,0.153,FORK,0.039,UNK,NULL,U
MACFL,nep,MACFL-14409,Chinook salmon,H,Central Valley Late-Fall,0.167,FORK,0.0544,UNK,NULL,U
MACFL,nep,MACFL-14410,Chinook salmon,H,Central Valley Late-Fall,0.147,FORK,0.0345,UNK,NULL,U
MACFL,nep,MACFL-14411,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0341,UNK,NULL,U
MACFL,nep,MACFL-14412,Chinook salmon,H,Central Valley Late-Fall,0.161,FORK,0.0476,UNK,NULL,U
MACFL,nep,MACFL-14413,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0314,UNK,NULL,U
MACFL,nep,MACFL-14414,Chinook salmon,H,Central Valley Late-Fall,0.149,FORK,0.0382,UNK,NULL,U
MACFL,nep,MACFL-14415,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0305,UNK,NULL,U
MACFL,nep,MACFL-14416,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0333,UNK,NULL,U
MACFL,nep,MACFL-14417,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0392,UNK,NULL,U
MACFL,nep,MACFL-14418,Chinook salmon,H,Central Valley Late-Fall,0.146,FORK,0.0347,UNK,NULL,U
MACFL,nep,MACFL-14419,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0317,UNK,NULL,U
MACFL,nep,MACFL-14420,Chinook salmon,H,Central Valley Late-Fall,0.153,FORK,0.0405,UNK,NULL,U
MACFL,nep,MACFL-14421,Chinook salmon,H,Central Valley Late-Fall,0.157,FORK,0.0445,UNK,NULL,U
MACFL,nep,MACFL-14422,Chinook salmon,H,Central Valley Late-Fall,0.153,FORK,0.039,UNK,NULL,U
MACFL,nep,MACFL-14423,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0365,UNK,NULL,U
MACFL,nep,MACFL-14424,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0395,UNK,NULL,U
MACFL,nep,MACFL-14425,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0311,UNK,NULL,U
MACFL,nep,MACFL-14426,Chinook salmon,H,Central Valley Late-Fall,0.147,FORK,0.0365,UNK,NULL,U
MACFL,nep,MACFL-14427,Chinook salmon,H,Central Valley Late-Fall,0.153,FORK,0.0381,UNK,NULL,U
MACFL,nep,MACFL-14428,Chinook salmon,H,Central Valley Late-Fall,0.166,FORK,0.0541,UNK,NULL,U
MACFL,nep,MACFL-14429,Chinook salmon,H,Central Valley Late-Fall,0.143,FORK,0.033,UNK,NULL,U
MACFL,nep,MACFL-14430,Chinook salmon,H,Central Valley Late-Fall,0.174,FORK,0.0639,UNK,NULL,U
MACFL,nep,MACFL-14431,Chinook salmon,H,Central Valley Late-Fall,0.159,FORK,0.0419,UNK,NULL,U
MACFL,nep,MACFL-14432,Chinook salmon,H,Central Valley Late-Fall,0.164,FORK,0.047,UNK,NULL,U
MACFL,nep,MACFL-14433,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0351,UNK,NULL,U
MACFL,nep,MACFL-14434,Chinook salmon,H,Central Valley Late-Fall,0.158,FORK,0.0408,UNK,NULL,U
MACFL,nep,MACFL-14435,Chinook salmon,H,Central Valley Late-Fall,0.169,FORK,0.0519,UNK,NULL,U
MACFL,nep,MACFL-14436,Chinook salmon,H,Central Valley Late-Fall,0.144,FORK,0.0325,UNK,NULL,U
MACFL,nep,MACFL-14437,Chinook salmon,H,Central Valley Late-Fall,0.163,FORK,0.0454,UNK,NULL,U
MACFL,nep,MACFL-14438,Chinook salmon,H,Central Valley Late-Fall,0.152,FORK,0.0325,UNK,NULL,U
MACFL,nep,MACFL-14439,Chinook salmon,H,Central Valley Late-Fall,0.16,FORK,0.0446,UNK,NULL,U
MACFL,nep,MACFL-14440,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.032,UNK,NULL,U
MACFL,nep,MACFL-14441,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0364,UNK,NULL,U
MACFL,nep,MACFL-14442,Chinook salmon,H,Central Valley Late-Fall,0.169,FORK,0.0494,UNK,NULL,U
MACFL,nep,MACFL-14443,Chinook salmon,H,Central Valley Late-Fall,0.164,FORK,0.0433,UNK,NULL,U
MACFL,nep,MACFL-14444,Chinook salmon,H,Central Valley Late-Fall,0.148,FORK,0.0309,UNK,NULL,U
MACFL,nep,MACFL-14445,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0283,UNK,NULL,U
MACFL,nep,MACFL-14446,Chinook salmon,H,Central Valley Late-Fall,0.154,FORK,0.0377,UNK,NULL,U
MACFL,nep,MACFL-14447,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0347,UNK,NULL,U
MACFL,nep,MACFL-14448,Chinook salmon,H,Central Valley Late-Fall,0.158,FORK,0.0432,UNK,NULL,U
MACFL,nep,MACFL-14449,Chinook salmon,H,Central Valley Late-Fall,0.159,FORK,0.0395,UNK,NULL,U
MACFL,nep,MACFL-14450,Chinook salmon,H,Central Valley Late-Fall,0.144,FORK,0.0294,UNK,NULL,U
MACFL,nep,MACFL-14451,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0322,UNK,NULL,U
MACFL,nep,MACFL-14452,Chinook salmon,H,Central Valley Late-Fall,0.16,FORK,0.0425,UNK,NULL,U
MACFL,nep,MACFL-14453,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0286,UNK,NULL,U
MACFL,nep,MACFL-14454,Chinook salmon,H,Central Valley Late-Fall,0.148,FORK,0.0335,UNK,NULL,U
MACFL,nep,MACFL-14455,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0326,UNK,NULL,U
MACFL,nep,MACFL-14456,Chinook salmon,H,Central Valley Late-Fall,0.163,FORK,0.0441,UNK,NULL,U
MACFL,nep,MACFL-14457,Chinook salmon,H,Central Valley Late-Fall,0.16,FORK,0.0476,UNK,NULL,U
MACFL,nep,MACFL-14458,Chinook salmon,H,Central Valley Late-Fall,0.158,FORK,0.0407,UNK,NULL,U
MACFL,nep,MACFL-14459,Chinook salmon,H,Central Valley Late-Fall,0.149,FORK,0.0352,UNK,NULL,U
MACFL,nep,MACFL-14460,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0322,UNK,NULL,U
MACFL,nep,MACFL-14461,Chinook salmon,H,Central Valley Late-Fall,0.141,FORK,0.0307,UNK,NULL,U
MACFL,nep,MACFL-14462,Chinook salmon,H,Central Valley Late-Fall,0.162,FORK,0.0468,UNK,NULL,U
MACFL,nep,MACFL-14463,Chinook salmon,H,Central Valley Late-Fall,0.159,FORK,0.0444,UNK,NULL,U
MACFL,nep,MACFL-14464,Chinook salmon,H,Central Valley Late-Fall,0.151,FORK,0.0323,UNK,NULL,U
MACFL,nep,MACFL-14465,Chinook salmon,H,Central Valley Late-Fall,0.165,FORK,0.0475,UNK,NULL,U
MACFL,nep,MACFL-14466,Chinook salmon,H,Central Valley Late-Fall,0.172,FORK,0.0547,UNK,NULL,U
MACFL,nep,MACFL-14467,Chinook salmon,H,Central Valley Late-Fall,0.147,FORK,0.0364,UNK,NULL,U
MACFL,nep,MACFL-14468,Chinook salmon,H,Central Valley Late-Fall,0.152,FORK,0.0361,UNK,NULL,U
MACFL,nep,MACFL-14469,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0317,UNK,NULL,U
MACFL,nep,MACFL-14470,Chinook salmon,H,Central Valley Late-Fall,0.146,FORK,0.0334,UNK,NULL,U
MACFL,nep,MACFL-14471,Chinook salmon,H,Central Valley Late-Fall,0.153,FORK,0.0374,UNK,NULL,U
MACFL,nep,MACFL-14472,Chinook salmon,H,Central Valley Late-Fall,0.148,FORK,0.0366,UNK,NULL,U
MACFL,nep,MACFL-14473,Chinook salmon,H,Central Valley Late-Fall,0.161,FORK,0.0434,UNK,NULL,U
MACFL,nep,MACFL-14474,Chinook salmon,H,Central Valley Late-Fall,0.14,FORK,0.0303,UNK,NULL,U
MACFL,nep,MACFL-14475,Chinook salmon,H,Central Valley Late-Fall,0.141,FORK,0.0304,UNK,NULL,U
MACFL,nep,MACFL-14476,Chinook salmon,H,Central Valley Late-Fall,0.157,FORK,0.0394,UNK,NULL,U
MACFL,nep,MACFL-14477,Chinook salmon,H,Central Valley Late-Fall,0.147,FORK,0.0324,UNK,NULL,U
MACFL,nep,MACFL-14478,Chinook salmon,H,Central Valley Late-Fall,0.149,FORK,0.0361,UNK,NULL,U
MACFL,nep,MACFL-14479,Chinook salmon,H,Central Valley Late-Fall,0.152,FORK,0.0387,UNK,NULL,U
MACFL,nep,MACFL-14480,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0336,UNK,NULL,U
MACFL,nep,MACFL-14481,Chinook salmon,H,Central Valley Late-Fall,0.16,FORK,0.0432,UNK,NULL,U
MACFL,nep,MACFL-14482,Chinook salmon,H,Central Valley Late-Fall,0.152,FORK,0.0386,UNK,NULL,U
MACFL,nep,MACFL-14483,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0294,UNK,NULL,U
MACFL,nep,MACFL-14484,Chinook salmon,H,Central Valley Late-Fall,0.147,FORK,0.0325,UNK,NULL,U
MACFL,nep,MACFL-14485,Chinook salmon,H,Central Valley Late-Fall,0.14,FORK,0.0295,UNK,NULL,U
MACFL,nep,MACFL-14486,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0384,UNK,NULL,U
MACFL,nep,MACFL-14487,Chinook salmon,H,Central Valley Late-Fall,0.171,FORK,0.055,UNK,NULL,U
MACFL,nep,MACFL-14488,Chinook salmon,H,Central Valley Late-Fall,0.149,FORK,0.0378,UNK,NULL,U
MACFL,nep,MACFL-14489,Chinook salmon,H,Central Valley Late-Fall,0.147,FORK,0.0369,UNK,NULL,U
MACFL,nep,MACFL-14490,Chinook salmon,H,Central Valley Late-Fall,0.14,FORK,0.0283,UNK,NULL,U
MACFL,nep,MACFL-14491,Chinook salmon,H,Central Valley Late-Fall,0.174,FORK,0.0558,UNK,NULL,U
MACFL,nep,MACFL-14492,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0273,UNK,NULL,U
MACFL,nep,MACFL-14493,Chinook salmon,H,Central Valley Late-Fall,0.153,FORK,0.0363,UNK,NULL,U
MACFL,nep,MACFL-14494,Chinook salmon,H,Central Valley Late-Fall,0.156,FORK,0.0423,UNK,NULL,U
MACFL,nep,MACFL-14495,Chinook salmon,H,Central Valley Late-Fall,0.168,FORK,0.0476,UNK,NULL,U
MACFL,nep,MACFL-14496,Chinook salmon,H,Central Valley Late-Fall,0.162,FORK,0.0487,UNK,NULL,U
MACFL,nep,MACFL-14497,Chinook salmon,H,Central Valley Late-Fall,0.159,FORK,0.0411,UNK,NULL,U
MACFL,nep,MACFL-14498,Chinook salmon,H,Central Valley Late-Fall,0.164,FORK,0.0436,UNK,NULL,U
MACFL,nep,MACFL-14499,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0353,UNK,NULL,U
MACFL,nep,MACFL-14500,Chinook salmon,H,Central Valley Late-Fall,0.175,FORK,0.0578,UNK,NULL,U
MACFL,nep,MACFL-14501,Chinook salmon,H,Central Valley Late-Fall,0.154,FORK,0.0422,UNK,NULL,U
MACFL,nep,MACFL-14502,Chinook salmon,H,Central Valley Late-Fall,0.158,FORK,0.0422,UNK,NULL,U
MACFL,nep,MACFL-14503,Chinook salmon,H,Central Valley Late-Fall,0.141,FORK,0.0297,UNK,NULL,U
MACFL,nep,MACFL-14504,Chinook salmon,H,Central Valley Late-Fall,0.162,FORK,0.0469,UNK,NULL,U
MACFL,nep,MACFL-14505,Chinook salmon,H,Central Valley Late-Fall,0.158,FORK,0.0403,UNK,NULL,U
MACFL,nep,MACFL-14506,Chinook salmon,H,Central Valley Late-Fall,0.165,FORK,0.0477,UNK,NULL,U
MACFL,nep,MACFL-14507,Chinook salmon,H,Central Valley Late-Fall,0.165,FORK,0.0512,UNK,NULL,U
MACFL,nep,MACFL-14508,Chinook salmon,H,Central Valley Late-Fall,0.164,FORK,0.0435,UNK,NULL,U
MACFL,nep,MACFL-14509,Chinook salmon,H,Central Valley Late-Fall,0.146,FORK,0.0326,UNK,NULL,U
MACFL,nep,MACFL-14510,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.031,UNK,NULL,U
MACFL,nep,MACFL-14511,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0293,UNK,NULL,U
MACFL,nep,MACFL-14512,Chinook salmon,H,Central Valley Late-Fall,0.149,FORK,0.0335,UNK,NULL,U
MACFL,nep,MACFL-14513,Chinook salmon,H,Central Valley Late-Fall,0.159,FORK,0.0425,UNK,NULL,U
MACFL,nep,MACFL-14514,Chinook salmon,H,Central Valley Late-Fall,0.164,FORK,0.0509,UNK,NULL,U
MACFL,nep,MACFL-14515,Chinook salmon,H,Central Valley Late-Fall,0.141,FORK,0.0294,UNK,NULL,U
MACFL,nep,MACFL-14516,Chinook salmon,H,Central Valley Late-Fall,0.153,FORK,0.0366,UNK,NULL,U
MACFL,nep,MACFL-14517,Chinook salmon,H,Central Valley Late-Fall,0.144,FORK,0.0299,UNK,NULL,U
MACFL,nep,MACFL-14518,Chinook salmon,H,Central Valley Late-Fall,0.147,FORK,0.0348,UNK,NULL,U
MACFL,nep,MACFL-14519,Chinook salmon,H,Central Valley Late-Fall,0.148,FORK,0.0318,UNK,NULL,U
MACFL,nep,MACFL-14520,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0342,UNK,NULL,U
MACFL,nep,MACFL-14521,Chinook salmon,H,Central Valley Late-Fall,0.173,FORK,0.0602,UNK,NULL,U
MACFL,nep,MACFL-14522,Chinook salmon,H,Central Valley Late-Fall,0.165,FORK,0.0497,UNK,NULL,U
MACFL,nep,MACFL-14523,Chinook salmon,H,Central Valley Late-Fall,0.166,FORK,0.0475,UNK,NULL,U
MACFL,nep,MACFL-14524,Chinook salmon,H,Central Valley Late-Fall,0.152,FORK,0.0427,UNK,NULL,U
MACFL,nep,MACFL-14525,Chinook salmon,H,Central Valley Late-Fall,0.163,FORK,0.0487,UNK,NULL,U
MACFL,nep,MACFL-14526,Chinook salmon,H,Central Valley Late-Fall,0.148,FORK,0.0331,UNK,NULL,U
MACFL,nep,MACFL-14527,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0283,UNK,NULL,U
MACFL,nep,MACFL-14528,Chinook salmon,H,Central Valley Late-Fall,0.16,FORK,0.0458,UNK,NULL,U
MACFL,nep,MACFL-14529,Chinook salmon,H,Central Valley Late-Fall,0.15,FORK,0.0383,UNK,NULL,U
MACFL,nep,MACFL-14530,Chinook salmon,H,Central Valley Late-Fall,0.151,FORK,0.0357,UNK,NULL,U
MACFL,nep,MACFL-14531,Chinook salmon,H,Central Valley Late-Fall,0.145,FORK,0.0317,UNK,NULL,U
MACFL,nep,MACFL-14532,Chinook salmon,H,Central Valley Late-Fall,0.149,FORK,0.0341,UNK,NULL,U
MACFL,nep,MACFL-14533,Chinook salmon,H,Central Valley Late-Fall,0.14,FORK,0.0277,UNK,NULL,U
MACFL,nep,MACFL-14534,Chinook salmon,H,Central Valley Late-Fall,0.159,FORK,0.0423,UNK,NULL,U
MACFL,nep,MACFL-14535,Chinook salmon,H,Central Valley Late-Fall,0.141,FORK,0.0284,UNK,NULL,U
MACFL,nep,MACFL-14536,Chinook salmon,H,Central Valley Late-Fall,0.155,FORK,0.0355,UNK,NULL,U
MACFL,nep,MACFL-14537,Chinook salmon,H,Central Valley Late-Fall,0.142,FORK,0.0286,UNK,NULL,U
